artist_name,artist_role,artist_id,nationality,gender,birth_year,birth_place,death_year,death_place,wiki,ulan
Isaac Rosenberg,artist, , , , , , , , , 
Isaac Sailmaker,artist, , , , , , , , , 
Isabel Rawsthorne,artist, , , , , , , , , 
Isamu Noguchi,artist, , , , , , , , , 
Isidor Kaufmann,artist, , , , , , , , , 
Isidore Opsomer,artist, , , , , , , , , 
Israel Chaney,artist, , , , , , , , , 
Itai Doron,artist, , , , , , , , , 
Italo Valenti,artist, , , , , , , , , 
Ithell Colquhoun,artist, , , , , , , , , 
Ivan Albright,artist, , , , , , , , , 
Ivor Roberts-Jones,artist, , , , , , , , , 
Iwan Puni,artist, , , , , , , , , 
J. McIntosh Patrick,artist, , , , , , , , , 
J. Oppenheimer,artist, , , , , , , , , 
J. Wykeham Archer,artist, , , , , , , , , 
J.G.S. Herbert,artist, , , , , , , , , 
J.W. Chandler,artist, , , , , , , , , 
Jack Shadbolt,artist, , , , , , , , , 
Jack Tworkov,artist, , , , , , , , , 
Jack Whitten,artist, , , , , , , , , 
Jacob Bornfriend,artist, , , , , , , , , 
Jacob Huysmans,artist, , , , , , , , , 
Jacob Philippe Hackert,artist, , , , , , , , , 
Jacques Mahé de la Villeglé,artist, , , , , , , , , 
Jacques-Henri Lartigue,artist, , , , , , , , , 
Jake Tilson,artist, , , , , , , , , 
James Arthur O'Connor,attributed to, , , , , , , , , 
James Baker Pyne,artist, , , , , , , , , 
James Barenger,artist, , , , , , , , , 
James Bourne,attributed to, , , , , , , , , 
James Brooks,artist, , , , , , , , , 
James Campbell,artist, , , , , , , , , 
James Cowie,artist, , , , , , , , , 
James Deacon,artist, , , , , , , , , 
James Ensor,artist, , , , , , , , , 
James Fitton,artist, , , , , , , , , 
James Gillray,attributed to, , , , , , , , , 
James Hamilton,attributed to, , , , , , , , , 
James Holworthy,artist, , , , , , , , , 
James Hugonin,artist, , , , , , , , , 
James Jefferys,artist, , , , , , , , , 
James Johnson,attributed to, , , , , , , , , 
James Kerr-Lawson,artist, , , , , , , , , 
James Lambert,artist, , , , , , , , , 
James Latham,artist, , , , , , , , , 
James Lloyd,artist, , , , , , , , , 
James Miller,attributed to, , , , , , , , , 
James Moore,artist, , , , , , , , , 
James Northcote,artist, , , , , , , , , 
James Pyman,artist, , , , , , , , , 
James Rielly,artist, , , , , , , , , 
James Stevenson,artist, , , , , , , , , 
James Turpin Hart,artist, , , , , , , , , 
James Van Der Zee,artist, , , , , , , , , 
James Webb,artist, , , , , , , , , 
James Wilson Morrice,artist, , , , , , , , , 
James Wines,artist, , , , , , , , , 
Jan Le Witt,artist, , , , , , , , , 
Jan Schoonhoven,artist, , , , , , , , , 
Jan Vercruysse,artist, , , , , , , , , 
Jananne Al-Ani,artist, , , , , , , , , 
Janet Cree,artist, , , , , , , , , 
Janice Jacobs,artist, , , , , , , , , 
Jaume Rocamora,artist, , , , , , , , , 
Javier Téllez,artist, , , , , , , , , 
Jean Béraud,artist, , , , , , , , , 
Jean Cooke,artist, , , , , , , , , 
Jean Crotti,artist, , , , , , , , , 
Jean Frélaut,artist, , , , , , , , , 
Jean Ipoustéguy,artist, , , , , , , , , 
Jean Metzinger,artist, , , , , , , , , 
Jean-Charles Blais,artist, , , , , , , , , 
Jean-Charles Cazin,artist, , , , , , , , , 
Jean-Michel Atlan,artist, , , , , , , , , 
Jean-Pierre Yvaral,artist, , , , , , , , , 
Jedd Garet,artist, , , , , , , , , 
Jef Banc,artist, , , , , , , , , 
Jeffrey Dennis,artist, , , , , , , , , 
Jeong-A Koo,artist, , , , , , , , , 
Jeppe Hein,artist, , , , , , , , , 
Jesper Just,artist, , , , , , , , , 
Jesse Green,artist, , , , , , , , , 
Jim Hodges,artist, , , , , , , , , 
Jo Baer,artist, , , , , , , , , 
Jo Bruton,artist, , , , , , , , , 
Jo Feiler,artist, , , , , , , , , 
Joan Eardley,artist, , , , , , , , , 
Joan Jonas,artist, , , , , , , , , 
Joan Key,artist, , , , , , , , , 
Joan-Josep Tharrats,artist, , , , , , , , , 
Jochen Klein,artist, , , , , , , , , 
Joel Fisher,artist, , , , , , , , , 
Joel Smith,artist, , , , , , , , , 
Johan Grimonprez,artist, , , , , , , , , 
John Altoon,artist, , , , , , , , , 
John Anster Fitzgerald,artist, , , , , , , , , 
John Augustus Atkinson,artist, , , , , , , , , 
John Berney Crome,artist, , , , , , , , , 
John Bettes,artist, , , , , , , , , 
John Bird,artist, , , , , , , , , 
John Boyne,attributed to, , , , , , , , , 
John Burnet,artist, , , , , , , , , 
John Butts,attributed to, , , , , , , , , 
John Callcott Horsley,artist, , , , , , , , , 
John Cecil Stephenson,artist, , , , , , , , , 
John Christian Schetky,artist, , , , , , , , , 
John Claude Nattes,artist, , , , , , , , , 
John Collet,artist, , , , , , , , , 
John Cranch,artist, , , , , , , , , 
John Dawson Watson,artist, , , , , , , , , 
John Devoto,artist, , , , , , , , , 
John Doubleday,artist, , , , , , , , , 
John Dugger,artist, , , , , , , , , 
John F. Kavanagh,artist, , , , , , , , , 
John Finnie,artist, , , , , , , , , 
John Fulleylove,artist, , , , , , , , , 
John Griffiths,artist, , , , , , , , , 
John Gulich,artist, , , , , , , , , 
John Harris,attributed to, , , , , , , , , 
John Hassell,attributed to, , , , , , , , , 
John Hayls,artist, , , , , , , , , 
John Haynes-Williams,artist, , , , , , , , , 
John Hayter,attributed to, , , , , , , , , 
John Henry F. Bacon,artist, , , , , , , , , 
John Henry Foley,artist, , , , , , , , , 
John Henry Lorimer,artist, , , , , , , , , 
John Henry Yeend King,artist, , , , , , , , , 
John Hill,artist, , , , , , , , , 
John Korner,artist, , , , , , , , , 
John MacWhirter,artist, , , , , , , , , 
John Marin,artist, , , , , , , , , 
John McLaughlin,artist, , , , , , , , , 
John McLean,artist, , , , , , , , , 
John Melhuish Strudwick,artist, , , , , , , , , 
John Milne,artist, , , , , , , , , 
John Platt,artist, , , , , , , , , 
John Pollard Seddon,artist, , , , , , , , , 
John Prescott Knight,artist, , , , , , , , , 
John Ralston,attributed to, , , , , , , , , 
John Raphael Smith,artist, , , , , , , , , 
John S. Currie,artist, , , , , , , , , 
John Salt,artist, , , , , , , , , 
John Samuel Raven,artist, , , , , , , , , 
John Seymour Lucas,artist, , , , , , , , , 
John Shelley,artist, , , , , , , , , 
John Simpson,artist, , , , , , , , , 
John Skippe,artist, , , , , , , , , 
John Souch,artist, , , , , , , , , 
John St John St John Long,artist, , , , , , , , , 
John Taylor,attributed to, , , , , , , , , 
John Thirtle,artist, , , , , , , , , 
John Thomas,artist, , , , , , , , , 
John Tweed,artist, , , , , , , , , 
John Virtue,artist, , , , , , , , , 
John Wainwright,artist, , , , , , , , , 
John Ward,artist, , , , , , , , , 
John Wheatley,artist, , , , , , , , , 
John Young-Hunter,artist, , , , , , , , , 
John Zephaniah Bell,artist, , , , , , , , , 
Jon Savage,artist, , , , , , , , , 
Jon Thompson,artist, , , , , , , , , 
Jonas Mekas,artist, , , , , , , , , 
Jonathan Leaman,artist, , , , , , , , , 
Jonathas de Andrade,artist, , , , , , , , , 
Jorge Pardo,artist, , , , , , , , , 
Jose Carlos Martinat Mendoza,artist, , , , , , , , , 
Joseph Axe Sleap,artist, , , , , , , , , 
Joseph Charles Barrow,artist, , , , , , , , , 
Joseph Cornell,artist, , , , , , , , , 
Joseph Crawhall,artist, , , , , , , , , 
Joseph Farquharson,artist, , , , , , , , , 
Joseph Knight,artist, , , , , , , , , 
Joseph Konzal,artist, , , , , , , , , 
Joseph Murray Ince,artist, , , , , , , , , 
Joseph Severn,artist, , , , , , , , , 
Joseph Van Aken,artist, , , , , , , , , 
Joseph William Allen,artist, , , , , , , , , 
Josiah McElheny,artist, , , , , , , , , 
José Cardoso,artist, , , , , , , , , 
José De Rivera,artist, , , , , , , , , 
João Pedro Vale,artist, , , , , , , , , 
Juan Araujo,artist, , , , , , , , , 
Juan Uslé,artist, , , , , , , , , 
Juan Vila Casas,artist, , , , , , , , , 
Judith Rothschild,artist, , , , , , , , , 
Judy Wong,artist, , , , , , , , , 
Jules Dalou,artist, , , , , , , , , 
Julian Lethbridge,artist, , , , , , , , , 
Julian Phelps Allan,artist, , , , , , , , , 
Julie Roberts,artist, , , , , , , , , 
Julius Bissier,artist, , , , , , , , , 
Julius Olsson,artist, , , , , , , , , 
Karin Jonzen,artist, , , , , , , , , 
Kaspar-Thomas Lenk,artist, , , , , , , , , 
Kate Blacker,artist, , , , , , , , , 
Kathleen Gerrard,artist, , , , , , , , , 
Kazimir Malevich,artist, , , , , , , , , 
Keeley Halswelle,artist, , , , , , , , , 
Keiko Minami,artist, , , , , , , , , 
Keir Smith,artist, , , , , , , , , 
Keith Critchlow,artist, , , , , , , , , 
Keith Piper,artist, , , , , , , , , 
Keith Sonnier,artist, , , , , , , , , 
Keith Tyson,artist, , , , , , , , , 
Kelley Walker,artist, , , , , , , , , 
Kellock Brown,artist, , , , , , , , , 
Ken Currie,artist, , , , , , , , , 
Keren Cytter,artist, , , , , , , , , 
Kevin Pearsh,artist, , , , , , , , , 
Kishio Suga,artist, , , , , , , , , 
Klaus Rinke,artist, , , , , , , , , 
Konstantin Somov,artist, , , , , , , , , 
Konstantin Yuon,artist, , , , , , , , , 
Krsto Hegedusic,artist, , , , , , , , , 
Kutlug Ataman,artist, , , , , , , , , 
Kyffin Williams,artist, , , , , , , , , 
L Booth,artist, , , , , , , , , 
Lady Dacre,artist, , , , , , , , , 
Lady Davis,artist, , , , , , , , , 
Lady Dorothy Stanley,artist, , , , , , , , , 
Lady Gordon,artist, , , , , , , , , 
Lady Kennet,artist, , , , , , , , , 
Lady Louisa Greville,artist, , , , , , , , , 
Lady Spencer,artist, , , , , , , , , 
Laetitia Yhap,artist, , , , , , , , , 
Larry Zox,artist, , , , , , , , , 
Lars Hokanson,artist, , , , , , , , , 
Laura Anning Bell,artist, , , , , , , , , 
Laura Ford,artist, , , , , , , , , 
Laurence Burt,artist, , , , , , , , , 
Lawrence Atkinson,artist, , , , , , , , , 
Layla Curtis,artist, , , , , , , , , 
Lee Bontecou,artist, , , , , , , , , 
Lee Friedlander,artist, , , , , , , , , 
Lee Krasner,artist, , , , , , , , , 
Leon Zack,artist, , , , , , , , , 
Leonard Baskin,artist, , , , , , , , , 
Leonard Brammer,artist, , , , , , , , , 
Leonard Campbell Taylor,artist, , , , , , , , , 
Leonard Raven-Hill,artist, , , , , , , , , 
Leonardo Drew,artist, , , , , , , , , 
Leonor Fini,artist, , , , , , , , , 
Leopold Rivers,artist, , , , , , , , , 
Leslie Hunter,artist, , , , , , , , , 
Lilian Holt,artist, , , , , , , , , 
Liliana Porter,artist, , , , , , , , , 
Lily D. Joseph,artist, , , , , , , , , 
Lindsay Seers,artist, , , , , , , , , 
Lionel Percy Smythe,artist, , , , , , , , , 
Lis Rhodes,artist, , , , , , , , , 
Liselott Henderson-Begg,artist, , , , , , , , , 
Liz Rideal,artist, , , , , , , , , 
Lois Fine,artist, , , , , , , , , 
Lord Essex,artist, , , , , , , , , 
Lord William Pitt Lennox,artist, , , , , , , , , 
Louis Buvelot,artist, , , , , , , , , 
Louis Chéron,artist, , , , , , , , , 
Louis Haghe,artist, , , , , , , , , 
Louis Philippe Boitard,after, , , , , , , , , 
Louisa Matthiasdottir,artist, , , , , , , , , 
Louise Hutchinson,artist, , , , , , , , , 
Louise Wilson,artist, , , , , , , , , 
Luciano Lattanzi,artist, , , , , , , , , 
Luciano Minguzzi,artist, , , , , , , , , 
Lucien Hervé,artist, , , , , , , , , 
Lucy Gunning,artist, , , , , , , , , 
Lucy McKenzie,artist, , , , , , , , , 
Lucy Raven,artist, , , , , , , , , 
Lucy Skaer,artist, , , , , , , , , 
Ludwig Sander,artist, , , , , , , , , 
Luke Fowler,artist, , , , , , , , , 
Lygia Pape,artist, , , , , , , , , 
Lynda Benglis,artist, , , , , , , , , 
Lynton Lamb,artist, , , , , , , , , 
László Moholy-Nagy,artist, , , , , , , , , 
M. Turton,artist, , , , , , , , , 
Macdonald Gill,artist, , , , , , , , , 
Mahmoud Bakhshi Moakhar,artist, , , , , , , , , 
Malcolm Carder,artist, , , , , , , , , 
Malcolm Milne,artist, , , , , , , , , 
Manolis Calliyannis,artist, , , , , , , , , 
Manuel Álvarez Bravo,artist, , , , , , , , , 
Marcus Stone,artist, , , , , , , , , 
Margaret Barker,artist, , , , , , , , , 
Margaret Fisher Prout,artist, , , , , , , , , 
Margaret Gere,artist, , , , , , , , , 
Margaret Priest,artist, , , , , , , , , 
Margery Clinton,artist, , , , , , , , , 
Margot Perryman,artist, , , , , , , , , 
Maria Cardoso,artist, , , , , , , , , 
Maria Spilsbury,artist, , , , , , , , , 
Marianne Stokes,artist, , , , , , , , , 
Marianne Unwin,artist, , , , , , , , , 
Marie Cazin,artist, , , , , , , , , 
Marin Studin,artist, , , , , , , , , 
Mario Bionda,artist, , , , , , , , , 
Mario Dubsky,artist, , , , , , , , , 
Mario Garcia Torres,artist, , , , , , , , , 
Marius Bauer,artist, , , , , , , , , 
Mark Dickenson,artist, , , , , , , , , 
Mark Tobey,artist, , , , , , , , , 
Mark di Suvero,artist, , , , , , , , , 
Markus Lüpertz,artist, , , , , , , , , 
Markus Schinwald,artist, , , , , , , , , 
Marmaduke Cradock,artist, , , , , , , , , 
Martial Raysse,artist, , , , , , , , , 
Mary Ford,artist, , , , , , , , , 
Mary Gow,artist, , , , , , , , , 
Mary Hartley,artist, , , , , , , , , 
Mary Kelly,artist, , , , , , , , , 
Mary Kessell,artist, , , , , , , , , 
Mary McEvoy,artist, , , , , , , , , 
Mary Newcomb,artist, , , , , , , , , 
Matt Mullican,artist, , , , , , , , , 
Matt Rugg,artist, , , , , , , , , 
Matthew Buckingham,artist, , , , , , , , , 
Matthew Haughton,artist, , , , , , , , , 
Matthew Higgs,artist, , , , , , , , , 
Matthew Monahan,artist, , , , , , , , , 
Matthew Pillsbury,artist, , , , , , , , , 
Matthew Tickle,artist, , , , , , , , , 
Matthew White Ridley,artist, , , , , , , , , 
Matthias Müller,artist, , , , , , , , , 
Maude Boughton Leigh,artist, , , , , , , , , 
Maurice Phillips,artist, , , , , , , , , 
Maurice Sterne,artist, , , , , , , , , 
Maurice Wyckaert,artist, , , , , , , , , 
Maurice de Vlaminck,artist, , , , , , , , , 
Max Wigram,artist, , , , , , , , , 
Maxime Maufra,artist, , , , , , , , , 
Maxwell Bates,artist, , , , , , , , , 
Maxwell Gordon Lightfoot,artist, , , , , , , , , 
Medardo Rosso,artist, , , , , , , , , 
Melanie Jackson,artist, , , , , , , , , 
Melton Fisher,artist, , , , , , , , , 
Meraud Guevara,artist, , , , , , , , , 
Michael Carlo,artist, , , , , , , , , 
Michael Dahl,artist, , , , , , , , , 
Michael Finn,artist, , , , , , , , , 
Michael Fussell,artist, , , , , , , , , 
Michael Gross,artist, , , , , , , , , 
Michael Morris,artist, , , , , , , , , 
Michael Oelman,artist, , , , , , , , , 
Michael Roschlau,artist, , , , , , , , , 
Michael Tyzack,artist, , , , , , , , , 
Michel Andreenko,artist, , , , , , , , , 
Mildred Anne Butler,artist, , , , , , , , , 
Mimi Parent,and other artists, , , , , , , , , 
Mimmo Rotella,artist, , , , , , , , , 
Mino Maccari,artist, , , , , , , , , 
Misch Kohn,artist, , , , , , , , , 
Mitch Epstein,artist, , , , , , , , , 
Modestos Cuixart,artist, , , , , , , , , 
Mohammed Naghi Bey,artist, , , , , , , , , 
Monique Charbonneau,artist, , , , , , , , , 
Monir Shahroudy Farmanfarmaian,artist, , , , , , , , , 
Mordecai Ardon,artist, , , , , , , , , 
Morris Graves,artist, , , , , , , , , 
Morris Kestelman,artist, , , , , , , , , 
Mortimer Brown,artist, , , , , , , , , 
Mortimer Menpes,artist, , , , , , , , , 
Moses Haughton,attributed to, , , , , , , , , 
Mustafa Hulusi,artist, , , , , , , , , 
Myles Murphy,artist, , , , , , , , , 
Nadia Benois,artist, , , , , , , , , 
Nancy Carline,artist, , , , , , , , , 
Nancy Spero,artist, , , , , , , , , 
Nathan Branwhite,artist, , , , , , , , , 
Nathan Oliveira,artist, , , , , , , , , 
Nathaniel Mellors,artist, , , , , , , , , 
Nazgol Ansarinia,artist, , , , , , , , , 
Nedko Solakov,artist, , , , , , , , , 
Nelson Leirner,artist, , , , , , , , , 
Neville Boden,artist, , , , , , , , , 
Neville Cain,artist, , , , , , , , , 
Nico Jungman,artist, , , , , , , , , 
Nicolas Ghika,artist, , , , , , , , , 
Nicole Wermers,artist, , , , , , , , , 
Niki de Saint Phalle,artist, , , , , , , , , 
Niklavs Strunke,artist, , , , , , , , , 
Nil Yalter,artist, , , , , , , , , 
Nora L.M. Cundell,artist, , , , , , , , , 
Norah Braden,artist, , , , , , , , , 
Norbert Goeneutte,artist, , , , , , , , , 
Odilon Redon,artist, , , , , , , , , 
Oliver and Nick Payne and Relph,artist, , , , , , , , , 
Olwyn Bowey,artist, , , , , , , , , 
Omer Fast,artist, , , , , , , , , 
On Kawara,artist, , , , , , , , , 
Ori Gersht,artist, , , , , , , , , 
Oscar Nemon,artist, , , , , , , , , 
Oswaldo Maciá,artist, , , , , , , , , 
Ota Janecek,artist, , , , , , , , , 
Oto Gutfreund,artist, , , , , , , , , 
Ovidiu Maitec,artist, , , , , , , , , 
Pae White,artist, , , , , , , , , 
Patrick Phillips,artist, , , , , , , , , 
Paul Harrison,artist, , , , , , , , , 
Paul Helleu,artist, , , , , , , , , 
Paul Henry,artist, , , , , , , , , 
Paul Hogarth,artist, , , , , , , , , 
Paul Jenkins,artist, , , , , , , , , 
Paul Joyce,artist, , , , , , , , , 
Paul Serusier,artist, , , , , , , , , 
Paul Sietsema,artist, , , , , , , , , 
Paul Troubetzkoy,artist, , , , , , , , , 
Paul Van Somer,artist, , , , , , , , , 
Paul Wunderlich,artist, , , , , , , , , 
Pauline Boty,artist, , , , , , , , , 
Pavel Tchelitchew,artist, , , , , , , , , 
Percy Horton,artist, , , , , , , , , 
Pericle Fazzini,artist, , , , , , , , , 
Peter Angellis,artist, , , , , , , , , 
Peter Borseller,artist, , , , , , , , , 
Peter Brüning,artist, , , , , , , , , 
Peter Davies,artist, , , , , , , , , 
Peter Downsbrough,artist, , , , , , , , , 
Peter Graham,artist, , , , , , , , , 
Peter Howell,artist, , , , , , , , , 
Peter John van Reysschoot,artist, , , , , , , , , 
Peter Logan,artist, , , , , , , , , 
Peter Milton,artist, , , , , , , , , 
Peter Monamy,artist, , , , , , , , , 
Peter Paul Benazech,artist, , , , , , , , , 
Peter Paul Rubens,artist, , , , , , , , , 
Peter Pommerer,artist, , , , , , , , , 
Peter Potworowski,artist, , , , , , , , , 
Peter Prendergast,artist, , , , , , , , , 
Peter Rose Pulham,artist, , , , , , , , , 
Peter Suschitzky,artist, , , , , , , , , 
Phelan Gibb,artist, , , , , , , , , 
Philip Alexius de László,artist, , , , , , , , , 
Philip Reinagle,artist, , , , , , , , , 
Philippe Joseph Tassaert,artist, , , , , , , , , 
Philippe Parreno,artist, , , , , , , , , 
Phillip Allen,artist, , , , , , , , , 
Phoebe Unwin,artist, , , , , , , , , 
Phyllis Ginger,artist, , , , , , , , , 
Piero Dorazio,artist, , , , , , , , , 
Pierre Ayot,artist, , , , , , , , , 
Pierre Dimitrienko,artist, , , , , , , , , 
Pierre Wemaere,artist, , , , , , , , , 
Pietro Consagra,artist, , , , , , , , , 
Pino Pascali,artist, , , , , , , , , 
Piotr Janas,artist, , , , , , , , , 
Piotr Uklanski,artist, , , , , , , , , 
Pipilotti Rist,artist, , , , , , , , , 
Professor Millington,artist, , , , , , , , , 
Rabih Mroué,artist, , , , , , , , , 
Rafael Lozano-Hemmer,artist, , , , , , , , , 
Raimond Chaves,artist, , , , , , , , , 
Ralph Brown,artist, , , , , , , , , 
Ralph Rumney,artist, , , , , , , , , 
Ralph Steadman,artist, , , , , , , , , 
Raoh Schorr,artist, , , , , , , , , 
Raoul Hausmann,artist, , , , , , , , , 
Raqib Shaw,artist, , , , , , , , , 
Ray Johnson,artist, , , , , , , , , 
Ray Parker,artist, , , , , , , , , 
Reginald Brill,artist, , , , , , , , , 
Renée Sintenis,artist, , , , , , , , , 
Reuben Mednikoff,artist, , , , , , , , , 
Rev C J R Berkeley,attributed to, , , , , , , , , 
Rev. Edward Pryce Owen,artist, , , , , , , , , 
Rev. Matthew William Peters,artist, , , , , , , , , 
Rev. William Bree,artist, , , , , , , , , 
Ricardo Basbaum,artist, , , , , , , , , 
Richard Allen,artist, , , , , , , , , 
Richard Ansdell,artist, , , , , , , , , 
Richard Anuszkiewicz,artist, , , , , , , , , 
Richard Avedon,artist, , , , , , , , , 
Richard Batterham,artist, , , , , , , , , 
Richard Bosman,artist, , , , , , , , , 
Richard Dalton,artist, , , , , , , , , 
Richard Diebenkorn,artist, , , , , , , , , 
Richard Doyle,artist, , , , , , , , , 
Richard H. Hilditch,artist, , , , , , , , , 
Richard Jack,artist, , , , , , , , , 
Richard Johnny John,artist, , , , , , , , , 
Richard Patterson,artist, , , , , , , , , 
Richard Prince,artist, , , , , , , , , 
Richard Roper,artist, , , , , , , , , 
Rirkrit Tiravanija,artist, , , , , , , , , 
Rita M. Ling,artist, , , , , , , , , 
Rivane Neuenschwander,artist, , , , , , , , , 
Robert Alan Mowbray Stevenson,artist, , , , , , , , , 
Robert Brandard,artist, , , , , , , , , 
Robert Brough,artist, , , , , , , , , 
Robert Buchan Nisbet,artist, , , , , , , , , 
Robert Edge Pine,artist, , , , , , , , , 
Robert Fagan,artist, , , , , , , , , 
Robert Helman,artist, , , , , , , , , 
Robert Henri,artist, , , , , , , , , 
Robert Huskisson,artist, , , , , , , , , 
Robert Indiana,artist, , , , , , , , , 
Robert Jay Wolff,artist, , , , , , , , , 
Robert Kushner,artist, , , , , , , , , 
Robert Ladbrooke,artist, , , , , , , , , 
Robert Noble,artist, , , , , , , , , 
Robert Pollard,attributed to, , , , , , , , , 
Robert Rahway Zakanitch,artist, , , , , , , , , 
Robert Scott,artist, , , , , , , , , 
Robert Smithson,artist, , , , , , , , , 
Robert Stark,artist, , , , , , , , , 
Robert Streatfeild,artist, , , , , , , , , 
Robert Walker Macbeth,artist, , , , , , , , , 
Robert Wolfe,artist, , , , , , , , , 
Robert Young,artist, , , , , , , , , 
Roberto Crippa,artist, , , , , , , , , 
Robin Ironside,artist, , , , , , , , , 
Robin Laurie,artist, , , , , , , , , 
Roderick Buchanan,artist, , , , , , , , , 
Rodolphe d' Erlanger,artist, , , , , , , , , 
Roelof Louw,artist, , , , , , , , , 
Roger Ackling,artist, , , , , , , , , 
Roger Ballen,artist, , , , , , , , , 
Roger Bissière,artist, , , , , , , , , 
Roger Grand,artist, , , , , , , , , 
Roland Pichet,artist, , , , , , , , , 
Roman Ondák,artist, , , , , , , , , 
Romey Brough,artist, , , , , , , , , 
Ron Davis,artist, , , , , , , , , 
Ron Janowich,artist, , , , , , , , , 
Ronald Gray,artist, , , , , , , , , 
Ronald King,artist, , , , , , , , , 
Ronald Stein,artist, , , , , , , , , 
Rosalind Nashashibi,artist, , , , , , , , , 
Rose Finn-Kelcey,artist, , , , , , , , , 
Rose Wylie,artist, , , , , , , , , 
Ross Bleckner,artist, , , , , , , , , 
Rowland Emett,artist, , , , , , , , , 
Roy Adzak,artist, , , , , , , , , 
Roy Grayson,artist, , , , , , , , , 
Rudolf Hoflehner,artist, , , , , , , , , 
Runa Islam,artist, , , , , , , , , 
Russell Drysdale,artist, , , , , , , , , 
Russell Reeve,artist, , , , , , , , , 
Ruth Ewan,artist, , , , , , , , , 
Saleem Arif Quadri,artist, , , , , , , , , 
Sam Durant,artist, , , , , , , , , 
Sam Gilliam,artist, , , , , , , , , 
Sam Haile,artist, , , , , , , , , 
Samira Eskandarfar,artist, , , , , , , , , 
Samuel Atkins,artist, , , , , , , , , 
Samuel Bough,artist, , , , , , , , , 
Samuel Butler,artist, , , , , , , , , 
Samuel Collings,artist, , , , , , , , , 
Samuel John Carter,artist, , , , , , , , , 
Samuel John Peploe,artist, , , , , , , , , 
Samuel Joseph,artist, , , , , , , , , 
Samuel Lane,artist, , , , , , , , , 
Samuel Phillips Jackson,attributed to, , , , , , , , , 
Samuel Shelley,artist, , , , , , , , , 
Samuel William Reynolds,attributed to, , , , , , , , , 
Sandra Gamarra,artist, , , , , , , , , 
Santiago Sierra,artist, , , , , , , , , 
Santu Mofokeng,artist, , , , , , , , , 
Sarah Nechamkin,artist, , , , , , , , , 
Sarah Staton,artist, , , , , , , , , 
Scott King,artist, , , , , , , , , 
Sean Landers,artist, , , , , , , , , 
Sebastian Diaz Morales,artist, , , , , , , , , 
Sebastian Evans,artist, , , , , , , , , 
Serge Poliakoff,artist, , , , , , , , , 
Serge Tousignant,artist, , , , , , , , , 
Sergio Romiti,artist, , , , , , , , , 
Sergio de Camargo,artist, , , , , , , , , 
Seung-Taek Lee,artist, , , , , , , , , 
Sheila Black,artist, , , , , , , , , 
Sherrie Levine,artist, , , , , , , , , 
Sheung Chuen Pak,artist, , , , , , , , , 
Shirin Neshat,artist, , , , , , , , , 
Shusaku Arakawa,artist, , , , , , , , , 
Sidney Richard Percy,artist, , , , , , , , , 
Simon Bill,artist, , , , , , , , , 
Simon Callery,artist, , , , , , , , , 
Simon Cutts,artist, , , , , , , , , 
Simon Du Bois,artist, , , , , , , , , 
Simon English,artist, , , , , , , , , 
Simon Levy,artist, , , , , , , , , 
Simon Linke,artist, , , , , , , , , 
Simon Periton,artist, , , , , , , , , 
Sine Mackinnon,artist, , , , , , , , , 
Sir Alfred East,artist, , , , , , , , , 
Sir Charles Lawes-Wittewronge,artist, , , , , , , , , 
Sir Ernest Albert Waterlow,artist, , , , , , , , , 
Sir Francis Grant,artist, , , , , , , , , 
Sir George Pirie,artist, , , , , , , , , 
Sir Herbert Hughes-Stanton,artist, , , , , , , , , 
Sir Herbert James Gunn,artist, , , , , , , , , 
Sir James Guthrie,artist, , , , , , , , , 
Sir John Tenniel,artist, , , , , , , , , 
Sir John Watson Gordon,artist, , , , , , , , , 
Sir Nathaniel Bacon,artist, , , , , , , , , 
Sir Richard Colt Hoare,attributed to, , , , , , , , , 
Sir Richard Rivington Holmes,artist, , , , , , , , , 
Sir William Allan,artist, , , , , , , , , 
Sir William Boxall,artist, , , , , , , , , 
Sir William Fettes Douglas,artist, , , , , , , , , 
Sir William Llewellyn,artist, , , , , , , , , 
Sir William Mactaggart,artist, , , , , , , , , 
Sir William Newton,artist, , , , , , , , , 
Sir William Reynolds-Stephens,artist, , , , , , , , , 
Sir William Segar,attributed to, , , , , , , , , 
Sir Winston Churchill,artist, , , , , , , , , 
Sofu Teshigahara,artist, , , , , , , , , 
Solomon Alexander Hart,artist, , , , , , , , , 
Solomon J. Solomon,artist, , , , , , , , , 
Sorel Etrog,artist, , , , , , , , , 
Stanhope Alexander Forbes,artist, , , , , , , , , 
Stanislav Kolíbal,artist, , , , , , , , , 
Stephanie Smith,artist, , , , , , , , , 
Stephen Greene,artist, , , , , , , , , 
Stephen M. Wiens,artist, , , , , , , , , 
Stephen Shore,artist, , , , , , , , , 
Stephen Tomlin,artist, , , , , , , , , 
Steven Spurrier,artist, , , , , , , , , 
Stojan Celic,artist, , , , , , , , , 
Stuart Davis,after, , , , , , , , , 
Subodh Gupta,artist, , , , , , , , , 
Sue Fuller,artist, , , , , , , , , 
Susan Crawford,artist, , , , , , , , , 
Susan Philipsz,artist, , , , , , , , , 
Susumu Koshimizu,artist, , , , , , , , , 
Suzanne Treister,artist, , , , , , , , , 
Sylvia Gosse,artist, , , , , , , , , 
Sylvia Melland,artist, , , , , , , , , 
T Cole,artist, , , , , , , , , 
T. Moore,artist, , , , , , , , , 
Takao Tanabe,artist, , , , , , , , , 
Terence Millington,artist, , , , , , , , , 
